ID,FIELD,YLD00,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI00_520,VI00_528,VI00_613,VI00_707,VI00_715,VI00_723,VI00_816,VI00_824,VI00_901,VI00_917
3597,C29,906.2000122,1080.15,0.2304,0.003093,-0.003557,-0.000465,22.8999996,32.0999985,84,87,125,81,-0.1748,-0.2077,-0.1737,0.1071,0.2222,0.2804,0.2987,0.2098,0.0568,-0.0631
3598,C29,939.7999878,1080.17,0.2484,0.008249,-0.003306,0.004943,21.3999996,31.5,86,84,126,81,-0.2096,-0.2124,-0.1807,0.1071,0.2402,0.267,0.35,0.2233,0.0615,-0.0727
3599,C29,880.0999756,1080.14,0.2747,-0.001076,0.001005,-0.000072,19,29.2999992,90,87,124,84,-0.2055,-0.2077,-0.1856,0.1403,0.2065,0.3053,0.3374,0.2417,0.0383,-0.0996
3600,C29,841.4000244,1080.1,0.3048,0.005603,-0.000963,0.004639,17.3999996,27.1000004,94,92,136,89,-0.2,-0.2167,-0.1744,0.1403,0.2402,0.3191,0.3293,0.1041,0.0326,-0.0948
3601,C29,670.4000244,1080.01,0.3416,0.002766,-0.003631,-0.000866,17.7999992,26.8999996,92,95,135,89,-0.2095,-0.2167,-0.1609,0.1378,0.235,0.2984,0.3374,0.1429,0.0383,-0.083
3602,C29,766.2000122,1079.89,0.4169,0.010181,-0.004218,0.005962,16.7000008,26.5,90,91,128,86,-0.2121,-0.2164,-0.1657,0.0717,0.2444,0.1897,0.3174,0.1273,0.0319,-0.0855
3603,C29,893.0999756,1079.73,0.412,-0.003992,0.005273,0.001281,15.3999996,25.5,90,90,129,85,-0.2095,-0.2077,-0.1657,0.0667,0.1503,0.2062,0.209,0.1273,-0.0154,-0.0855
3604,C29,727.9000244,1079.59,0.3419,0.00329,-0.000376,0.002914,14.3999996,42,96,92,137,88,-0.2136,-0.2112,-0.1397,0.0802,0.1915,0.2124,0.2398,0.1261,-0.0439,-0.0932
3634,C29,579.7999878,1080.46,0.2022,-0.000177,0.001648,0.001471,15.8000002,35.5,92,86,126,82,-0.1957,-0.2109,-0.209,0.0374,0.0408,0.0553,0.3896,-0.0182,0.0497,-0.0796
3635,C29,690.0999756,1080.41,0.1151,-0.002429,0.000878,-0.001551,17.6000004,31.6000004,84,82,112,75,-0.218,-0.2032,-0.1716,0.1048,0.2391,0.2581,0.3935,0.3232,0.0391,-0.0714
3636,C29,912.2999878,1080.38,0.1257,0.008379,-0.004483,0.003896,19,29.7999992,84,82,111,78,-0.2113,-0.2078,-0.1765,0.1292,0.2324,0.291,0.3935,0.3163,0.0391,-0.0796
3637,C29,801.5,1080.31,0.1856,0.000856,0.004431,0.005288,19.7999992,29.3999996,86,83,117,78,-0.2028,-0.2107,-0.1667,0.1121,0.2128,0.2941,0.3718,0.3571,0.0222,-0.0925
3638,C29,745,1080.25,0.1163,0.002357,-0.001516,0.000841,22,32.4000015,84,84,121,78,-0.2042,-0.2031,-0.1667,0.1174,0.2108,0.2766,0.35,0.3096,0.0455,-0.0973
3639,C29,891,1080.2,0.1318,-0.000981,0.001074,0.000093,24.7000008,34.2000008,84,82,115,76,-0.2096,-0.2031,-0.1807,0.1132,0.2108,0.267,0.4118,0.3538,0.0227,-0.0973
3640,C29,910.2000122,1080.15,0.1168,-0.00109,-0.000028,-0.001118,26.5,35.5999985,82,82,110,76,-0.1916,-0.2062,-0.1801,0.1005,0.2108,0.2941,0.4118,0.3538,0.0471,-0.0714
3641,C29,894.5999756,1080.1,0.1527,-0.000623,-0.000061,-0.000684,22.7999992,34.2000008,82,80,108,76,-0.1958,-0.2016,-0.1951,0.1048,0.2402,0.2865,0.3671,0.3711,0.0349,-0.0545
3642,C29,958.5999756,1080.05,0.1251,-0.002289,0.000849,-0.00144,22.1000004,31.3999996,86,79,108,75,-0.1986,-0.2016,-0.1852,0.0849,0.1978,0.2842,0.4474,0.3641,0.0405,-0.0826
3643,C29,863.9000244,1080.02,0.114,0.000934,-0.001832,-0.000898,21.6000004,31.2000008,88,83,109,73,-0.1884,-0.1935,-0.1852,0.0566,0.2198,0.3152,0.4118,0.3636,0.0909,-0.0556
3644,C29,773.5999756,1080,0.1423,0.003624,-0.005053,-0.001429,22.6000004,32.5999985,86,81,105,73,-0.1782,-0.2065,-0.1899,0.0516,0.2111,0.2698,0.4079,0.399,0.0909,-0.0556
3645,C29,983.7000122,1079.99,0.1854,0.003721,-0.004524,-0.000803,24.3999996,37.4000015,86,79,104,72,-0.1855,-0.1917,-0.2,0.0556,0.1823,0.2903,0.434,0.3571,0.0843,-0.0577
3646,C29,1051.900024,1079.98,0.2268,0.000654,-0.002063,-0.001409,25.7999992,39.4000015,84,78,100,69,-0.1898,-0.1967,-0.195,0.1014,0.1694,0.3191,0.5032,0.3831,0.1875,-0.0196
3647,C29,1000.099976,1079.98,0.2541,-0.001199,0.00154,0.000341,23.5,36.5,84,74,103,70,-0.1898,-0.208,-0.1824,0.1132,0.2283,0.3231,0.4248,0.3922,0.1772,-0.0192
3648,C29,905,1079.98,0.2514,-0.002425,0.000764,-0.001661,23.2999992,35.2000008,84,75,105,74,-0.1896,-0.2078,-0.1824,0.1244,0.224,0.3651,0.3333,0.3469,0.0455,-0.0594
3649,C29,809.7999878,1079.99,0.3007,0.006571,-0.002271,0.0043,22.7999992,33.2000008,82,81,103,74,-0.1769,-0.1969,-0.175,0.1333,0.2637,0.3545,0.4207,0.2539,0.0455,-0.0459
3650,C29,893.9000244,1079.98,0.3203,-0.006349,0.000575,-0.005774,21.3999996,32.2000008,86,85,108,74,-0.1643,-0.2107,-0.1829,0.1226,0.2597,0.3617,0.3691,0.21,0.0455,-0.0459
3651,C29,864.9000244,1080.01,0.3049,0.004266,-0.001582,0.002684,21.7999992,33.9000015,82,84,109,77,-0.1731,-0.2077,-0.1801,0.1321,0.2402,0.3298,0.3333,0.21,0.0508,-0.0679
3652,C29,839.4000244,1080.03,0.296,0.004346,0.001841,0.006188,20.2999992,29.7999992,82,83,116,81,-0.1806,-0.2061,-0.1707,0.1182,0.236,0.3262,0.3082,0.1863,0.0276,-0.0893
3653,C29,866.5,1080,0.2597,0.001028,0.000376,0.001404,17.7000008,27.5,88,86,124,83,-0.1918,-0.2061,-0.1707,0.1222,0.2222,0.2947,0.3292,0.204,0.0615,-0.0796
3654,C29,882.4000244,1079.95,0.3191,0.007643,-0.001954,0.005689,18.2000008,26.5,88,86,130,86,-0.1959,-0.2077,-0.1758,0.1493,0.2022,0.3053,0.3292,0.2157,0.0674,-0.0749
3655,C29,980.7999878,1079.85,0.3851,0.002616,-0.002068,0.000547,17.7999992,26.3999996,90,86,129,86,-0.1972,-0.2107,-0.1617,0.1429,0.2514,0.3228,0.3455,0.2249,0.0718,-0.0749
3656,C29,985.4000244,1079.72,0.3839,-0.00376,0.004252,0.000492,17,26.7999992,90,84,125,82,-0.2041,-0.2167,-0.1598,0.1339,0.2556,0.299,0.362,0.2476,0.0899,-0.0749
3657,C29,1105.300049,1079.58,0.3757,-0.009451,0.006199,-0.003253,16.1000004,30.5,84,82,122,79,-0.2054,-0.2062,-0.1529,0.1239,0.2737,0.3089,0.2934,0.2056,0.0778,-0.083
3658,C29,871.0999756,1079.46,0.3271,-0.002084,0.001837,-0.000247,14.3000002,38.0999985,94,88,125,85,-0.2095,-0.208,-0.1512,0.087,0.2108,0.2917,0.2934,0.2286,0.0215,-0.0948
3687,C29,661.5999756,1080.5,0.1649,0.002718,0.001962,0.00468,13.6999998,40.7000008,86,84,123,80,-0.2015,-0.2126,-0.1813,0.0326,-0.0053,-0.0526,0.3548,-0.0295,0.0497,-0.1149
3688,C29,684.5999756,1080.44,0.0626,-0.001471,0.001482,0.000011,13.8999996,25.7000008,84,83,118,78,-0.2168,-0.2109,-0.1834,0.0892,0.2108,0.1895,0.3974,0.3368,0.0383,-0.0667
3689,C29,843.2000122,1080.41,0.1045,0.014031,-0.008156,0.005875,15.1000004,25.1000004,84,82,114,78,-0.2085,-0.2031,-0.1765,0.107,0.2193,0.2903,0.3711,0.3266,0.0276,-0.0796
3690,C29,764.2000122,1080.32,0.278,0.009414,-0.005904,0.00351,17.7000008,27.8999996,84,83,114,77,-0.2014,-0.1984,-0.1856,0.1121,0.2193,0.2979,0.3711,0.3401,0.0222,-0.0796
3691,C29,866.7999878,1080.2,0.1826,-0.011587,0.005102,-0.006485,21,32.9000015,84,80,113,75,-0.1972,-0.2062,-0.1667,0.1019,0.2283,0.2842,0.3758,0.32,0.0455,-0.0893
3692,C29,900.7999878,1080.16,0.1371,0.005109,-0.000427,0.004682,23.8999996,35.4000015,88,79,106,73,-0.2014,-0.2078,-0.1807,0.0849,0.235,0.2804,0.3974,0.3571,0.0405,-0.0991
3693,C29,917.2000122,1080.1,0.1305,-0.001562,0.000406,-0.001156,25.1000004,35.9000015,88,83,109,75,-0.2055,-0.2078,-0.1902,0.0849,0.2198,0.2804,0.3935,0.3641,0.0345,-0.0893
3694,C29,792.5,1080.05,0.1455,0.001403,0.000375,0.001778,24.7999992,36.4000015,86,82,112,76,-0.1986,-0.2078,-0.2025,0.061,0.1868,0.2872,0.4079,0.3679,0.0405,-0.0762
3695,C29,860,1080,0.1256,-0.001502,-0.000249,-0.001751,25.7999992,36.2999992,86,82,110,75,-0.2014,-0.2078,-0.2,0.0512,0.1505,0.2421,0.3459,0.3232,0.0526,-0.0679
3696,C29,899.5999756,1079.96,0.1422,-0.000054,-0.002125,-0.00218,25.1000004,36.5999985,84,83,106,74,-0.1915,-0.2078,-0.1951,0.0512,0.1676,0.2865,0.3935,0.32,0.0952,-0.0642
3697,C29,932,1079.92,0.18,-0.001454,-0.000084,-0.001538,25.8999996,35.7000008,82,85,107,74,-0.1929,-0.2016,-0.1899,0.0892,0.1828,0.2872,0.4156,0.3706,0.0843,-0.0704
3698,C29,940.2000122,1079.88,0.2017,-0.002534,0.000835,-0.001699,26.6000004,37.5,86,82,105,72,-0.1986,-0.1968,-0.1899,0.0876,0.2151,0.3298,0.4051,0.3434,0.1341,-0.0467
3699,C29,778.7000122,1079.86,0.2256,-0.003982,0.001381,-0.002601,27.2000008,39,84,79,100,69,-0.2,-0.2033,-0.2051,0.1014,0.2065,0.3021,0.4304,0.3869,0.1875,-0.0099
3700,C29,845.7999878,1079.85,0.2292,-0.004332,0.002763,-0.001569,25,37.9000015,84,76,103,70,-0.1927,-0.1983,-0.1899,0.0909,0.2472,0.3679,0.4904,0.4372,0.1875,0.0148
3701,C29,827.0999756,1079.85,0.2439,-0.000775,0.001247,0.000472,24.1000004,36.5,84,78,103,73,-0.1971,-0.208,-0.1899,0.0986,0.2637,0.3684,0.4737,0.3854,0.0581,-0.0467
3702,C29,956.7999878,1079.84,0.265,-0.004619,0.005327,0.000709,21.7999992,32.5999985,84,82,101,72,-0.1884,-0.1968,-0.1824,0.1208,0.2402,0.3613,0.4868,0.2953,0.0581,-0.0329
3703,C29,895.2000122,1079.84,0.2356,-0.009692,0.004672,-0.00502,23.2999992,36.0999985,82,81,111,74,-0.1769,-0.2078,-0.175,0.1292,0.2614,0.3797,0.473,0.285,0.0568,-0.0594
3704,C29,930.5999756,1079.87,0.2624,-0.000232,0.005326,0.005094,22.8999996,36.9000015,84,81,115,79,-0.1886,-0.2016,-0.1728,0.1321,0.2686,0.3439,0.4558,0.2589,0.0444,-0.0642
3705,C29,890.0999756,1079.88,0.2557,-0.001299,0.002781,0.001482,19.5,30.1000004,82,86,118,81,-0.1806,-0.2061,-0.1656,0.1324,0.2514,0.3514,0.3878,0.2474,0.0108,-0.0893
3706,C29,935.2999878,1079.87,0.2346,0.001444,0.001979,0.003423,18.5,27.2999992,88,85,121,82,-0.1987,-0.2061,-0.1515,0.1273,0.2391,0.3262,0.3121,0.2079,0.0326,-0.0996
3707,C29,936.4000244,1079.8,0.3256,0.001323,-0.001303,0.00002,18.3999996,27.2999992,82,85,125,83,-0.2121,-0.2015,-0.1598,0.139,0.2527,0.2984,0.3121,0.2157,0.0667,-0.1026
3708,C29,882.7999878,1079.71,0.3003,-0.003324,0.007531,0.004207,17.3999996,27.3999996,88,85,123,85,-0.2041,-0.2061,-0.1479,0.1403,0.2324,0.3021,0.3208,0.2133,0.0726,-0.0996
3709,C29,798.5999756,1079.6,0.3069,0.001264,-0.001253,0.00001,15.8999996,26.6000004,92,85,125,83,-0.2,-0.2016,-0.1548,0.13,0.2486,0.3089,0.3165,0.2056,0.0718,-0.0948
3710,C29,889.5,1079.47,0.3079,-0.002125,0.003069,0.000944,15.6000004,33.7999992,86,85,127,81,-0.2095,-0.2061,-0.1561,0.1189,0.224,0.3263,0.3038,0.2286,0.0718,-0.1169
3711,C29,770.7999878,1079.36,0.2742,0.007248,-0.004122,0.003126,15.8999996,36.5,86,84,128,85,-0.2082,-0.1984,-0.1529,0.1022,0.2402,0.2813,0.362,0.2133,0.0615,-0.0948
3739,C29,614.0999756,1080.45,0.0743,0.008252,-0.003527,0.004725,13.3999996,28.3999996,86,87,114,79,-0.21,-0.2222,-0.186,0.0806,0.1913,0.1088,0.3718,0.3134,0.0215,-0.0796
3740,C29,717.4000244,1080.4,0.1505,0.00639,-0.005843,0.000546,14.6999998,25,84,85,111,74,-0.2098,-0.2109,-0.1737,0.0977,0.2,0.2649,0.3292,0.2965,0.022,-0.0996
3741,C29,926.0999756,1080.29,0.3011,0.008237,-0.006303,0.001933,16.7000008,28.1000004,82,79,113,75,-0.2098,-0.2109,-0.1807,0.1038,0.2,0.291,0.3459,0.3434,0.0455,-0.0925
3742,C29,772.7999878,1080.15,0.2182,-0.020981,0.009793,-0.011188,18.5,32.4000015,84,83,114,75,-0.2042,-0.2109,-0.1807,0.0636,0.2043,0.2834,0.3718,0.3503,0.0743,-0.0893
3743,C29,859.2000122,1080.1,0.1127,0.001308,0.003516,0.004824,22,35.2000008,86,79,110,74,-0.1986,-0.2078,-0.1976,0.0791,0.2065,0.2834,0.4051,0.3571,0.0706,-0.0811
3744,C29,910.7999878,1080.06,0.112,0.000749,-0.000696,0.000054,24.1000004,37.2000008,84,83,109,74,-0.2056,-0.2078,-0.1905,0.0935,0.2486,0.3053,0.4156,0.3538,0.0405,-0.0811
3745,C29,898,1080.01,0.1375,-0.00123,-0.000436,-0.001666,24.5,36.5,84,82,108,74,-0.2042,-0.2078,-0.2,0.061,0.2065,0.2917,0.3935,0.3538,0.0651,-0.0762
3746,C29,879.5999756,1079.95,0.1446,0.000518,-0.001346,-0.000828,25.1000004,37.4000015,84,82,110,74,-0.2056,-0.2078,-0.2,0.061,0.1739,0.2461,0.4088,0.3436,0.0526,-0.0631
3747,C29,1049.699951,1079.89,0.1578,-0.004048,0.000643,-0.003405,26.5,39.2999992,84,82,107,74,-0.193,-0.2016,-0.1951,0.0876,0.172,0.2813,0.4013,0.3532,0.1071,-0.0507
3748,C29,1012.200012,1079.84,0.1574,-0.00079,0.000634,-0.000156,25.7999992,35.9000015,82,81,107,73,-0.193,-0.2078,-0.1852,0.1121,0.2086,0.3089,0.434,0.3641,0.1043,-0.0741
3749,C29,894.9000244,1079.8,0.1569,-0.006835,0.003661,-0.003174,24.8999996,35.4000015,88,80,98,71,-0.1972,-0.2016,-0.1852,0.1121,0.2324,0.3542,0.441,0.36,0.1605,-0.0385
3750,C29,805.5999756,1079.76,0.1765,-0.005463,0.002003,-0.00346,25.7999992,36.7000008,82,76,96,67,-0.1971,-0.2065,-0.2025,0.0711,0.2,0.3402,0.5226,0.3831,0.1975,0
3751,C29,915.0999756,1079.73,0.2139,-0.003176,0.000665,-0.002511,26.6000004,37.4000015,84,76,97,67,-0.1868,-0.2033,-0.195,0.0813,0.2402,0.3438,0.5455,0.4372,0.1411,-0.005
3752,C29,945,1079.73,0.2067,-0.004891,0.003538,-0.001353,26.3999996,37.7000008,82,78,98,70,-0.1882,-0.2129,-0.1899,0.11,0.2472,0.3679,0.4902,0.407,0.0964,-0.0196
3753,C29,964.0999756,1079.73,0.1756,-0.001121,0.00117,0.000048,26.2000008,37.2999992,82,81,98,70,-0.1868,-0.2016,-0.1824,0.1122,0.2727,0.3757,0.4902,0.3263,0.0636,-0.0377
3754,C29,926.5,1079.73,0.1854,-0.006104,0.003318,-0.002785,23,36.5,80,78,106,73,-0.1765,-0.1968,-0.1824,0.1154,0.2472,0.3579,0.48,0.3021,0.0514,-0.0467
3755,C29,897.0999756,1079.75,0.2179,-0.000934,0.001188,0.000254,22,33.5999985,86,78,110,78,-0.19,-0.2154,-0.1677,0.1268,0.2614,0.3723,0.4521,0.2708,0.0455,-0.0467
3756,C29,925.0999756,1079.77,0.1973,-0.001499,0.002745,0.001247,19.6000004,31.5,86,84,116,81,-0.2055,-0.2016,-0.1656,0.1362,0.2655,0.3583,0.4167,0.2708,0.0108,-0.0679
3757,C29,964.9000244,1079.76,0.2233,0.014979,-0.004794,0.010184,19.6000004,28.3999996,84,84,125,83,-0.2041,-0.2077,-0.1515,0.1376,0.2556,0.3404,0.3121,0.2222,0,-0.0877
3758,C29,961.5,1079.68,0.2715,-0.00846,0.006816,-0.001644,18.8999996,28.7999992,86,86,120,83,-0.2109,-0.2016,-0.1598,0.1403,0.2527,0.3228,0.3718,0.204,0.033,-0.1149
3759,C29,953.9000244,1079.61,0.2211,0.006524,-0.003928,0.002596,16.3999996,26.7999992,84,84,122,82,-0.2095,-0.2016,-0.1617,0.1628,0.2737,0.3298,0.3718,0.2157,0.0497,-0.0948
3760,C29,895.5999756,1079.49,0.3275,0.001866,-0.002287,-0.00042,15.1000004,24.2000008,86,82,120,79,-0.1918,-0.2061,-0.1617,0.1364,0.2697,0.3579,0.3376,0.2233,0.0215,-0.0749
3761,C29,743.5,1079.36,0.3035,-0.005932,0.002772,-0.00316,15.3999996,47,86,85,117,82,-0.2095,-0.2124,-0.1579,0.1043,0.2527,0.285,0.2671,0.2255,0.0497,-0.1121
3762,C29,724.5,1079.26,0.3212,0.007943,-0.005436,0.002507,16.7000008,36.9000015,90,97,144,97,-0.2068,-0.2063,-0.1529,0.0973,0.1828,0.2435,0.2169,0.1589,0.0204,-0.1026
3789,C29,582.0999756,1080.41,0.1412,0.005286,-0.003232,0.002054,13.3999996,34.5,92,81,114,79,-0.2073,-0.2033,-0.193,0.0808,0.1314,0.1979,0.3459,0.3035,0.0326,-0.0796
3790,C29,602.2000122,1080.35,0.1866,0.004792,-0.001637,0.003155,16.6000004,29,86,83,109,74,-0.2183,-0.2032,-0.1813,0.055,0.2,0.2473,0.3418,0.3035,0.033,-0.1073
3791,C29,774.0999756,1080.25,0.2505,0.008065,-0.005151,0.002914,18.2000008,31.1000004,88,83,111,74,-0.2042,-0.2109,-0.1905,0.0986,0.1958,0.2796,0.3459,0.3434,0.0455,-0.0925
3792,C29,869.4000244,1080.12,0.2247,-0.009537,0.01022,0.000684,18.7999992,33.2000008,86,83,111,76,-0.2083,-0.2062,-0.1928,0.0698,0.2,0.267,0.3974,0.33,0.069,-0.0893
3793,C29,940.2999878,1080.05,0.1035,-0.00455,-0.000748,-0.005298,20.7000008,35.9000015,86,74,111,74,-0.2014,-0.2016,-0.1856,0.0977,0.2193,0.3228,0.4231,0.3807,0.0706,-0.0844
3794,C29,841.0999756,1080.03,0.1285,0.009406,-0.003291,0.006115,22,36.2999992,86,80,111,75,-0.2083,-0.2109,-0.1856,0.1038,0.2391,0.2917,0.375,0.3568,0.046,-0.1092
3795,C29,942.5,1079.97,0.1672,-0.000708,-0.000956,-0.001664,21.3999996,36.9000015,86,82,110,76,-0.2014,-0.2109,-0.1905,0.0605,0.1958,0.3016,0.3711,0.3706,0.0581,-0.0844
3796,C29,1068.099976,1079.9,0.1556,-0.000262,0.000381,0.000119,23,36.7999992,86,83,105,74,-0.2,-0.2016,-0.1758,0.0892,0.1852,0.2953,0.4231,0.393,0.0952,-0.0679
3797,C29,1125.400024,1079.84,0.158,0.000913,-0.000506,0.000406,24.5,40.5999985,82,83,108,74,-0.1916,-0.2016,-0.1879,0.108,0.2043,0.2953,0.4568,0.4314,0.1152,-0.0377
3798,C29,1049.099976,1079.78,0.1518,-0.002277,0.000369,-0.001908,23.7000008,37.5999985,82,76,107,72,-0.1986,-0.1984,-0.1707,0.107,0.2432,0.3474,0.4783,0.4106,0.1553,-0.0291
3799,C29,993.0999756,1079.73,0.1512,0.002916,-0.002599,0.000317,22.7999992,35,84,77,98,70,-0.193,-0.2033,-0.1875,0.0977,0.2324,0.3613,0.4937,0.4343,0.15,-0.0196
3800,C29,915.2000122,1079.68,0.183,-0.003111,0.00058,-0.002531,22.7999992,34.0999985,88,78,93,67,-0.19,-0.2066,-0.1899,0.0909,0.2391,0.3402,0.4937,0.42,0.1656,0
3801,C29,1054.400024,1079.63,0.1762,-0.009673,0.002848,-0.006825,23.7999992,36.2000008,86,76,88,67,-0.1971,-0.1967,-0.1847,0.1122,0.2265,0.3472,0.4937,0.4592,0.1728,0
3802,C29,992,1079.62,0.1837,-0.003493,0.00238,-0.001113,24.3999996,36.7999992,78,76,96,69,-0.1882,-0.2065,-0.1847,0.122,0.2994,0.3886,0.5132,0.3807,0.1152,0
3803,C29,970.7000122,1079.63,0.221,0.004728,-0.004106,0.000621,22.6000004,36.5,86,78,95,68,-0.1716,-0.1917,-0.1923,0.11,0.2343,0.3684,0.5099,0.3508,0.1728,0.0206
3804,C29,855,1079.63,0.2481,0.000334,-0.004715,-0.004381,23.5,37.4000015,82,74,95,68,-0.1685,-0.1967,-0.1818,0.1269,0.2529,0.3797,0.5333,0.3505,0.1553,-0.02
3805,C29,906.7999878,1079.65,0.1904,0.002193,-0.003123,-0.000929,21,33.2000008,82,73,100,72,-0.1673,-0.2016,-0.1742,0.1569,0.2832,0.3838,0.4834,0.2953,0.0769,-0.0476
3806,C29,1064.800049,1079.68,0.1577,0.003767,0.00124,0.005007,19.8999996,30.8999996,86,81,108,77,-0.1972,-0.2078,-0.175,0.1483,0.2989,0.3579,0.4362,0.2474,0.0273,-0.0893
3807,C29,929.2999878,1079.66,0.222,-0.000858,0.00396,0.003102,20.2000008,28.8999996,90,83,116,80,-0.1986,-0.2031,-0.1636,0.1481,0.2391,0.3579,0.3421,0.2338,0.0273,-0.1043
3808,C29,961.2000122,1079.59,0.1789,-0.004447,0.004473,0.000027,18.7000008,27.7999992,86,83,112,80,-0.2055,-0.2078,-0.1617,0.1613,0.2637,0.3403,0.3548,0.22,0.0444,-0.0762
3809,C29,991.5999756,1079.52,0.2636,0.00767,-0.007663,0.000008,16.6000004,26.7000008,88,83,112,80,-0.2042,-0.2016,-0.1566,0.1535,0.2809,0.3684,0.4156,0.2525,0.0615,-0.0762
3810,C29,926.7999878,1079.39,0.3255,-0.001049,-0.000341,-0.00139,17.3999996,31.2000008,82,82,113,78,-0.2014,-0.2077,-0.1479,0.1364,0.2768,0.3757,0.4194,0.2386,0.0326,-0.0749
3811,C29,786.0999756,1079.26,0.3216,0.000027,-0.001937,-0.00191,16.3999996,45.5,86,83,122,83,-0.2082,-0.2109,-0.1598,0.1161,0.2514,0.3333,0.3376,0.1619,0.0326,-0.083
3839,C29,635.7999878,1080.29,0.1612,0.00688,-0.002359,0.004521,16.5,34.4000015,86,80,112,78,-0.1985,-0.216,-0.1954,0.0849,0.1543,0.2216,0.3631,0.3503,0.0795,-0.0762
3840,C29,797.2999878,1080.21,0.2184,0.002663,-0.001569,0.001094,18.6000004,31.3999996,88,81,110,75,-0.2183,-0.2063,-0.186,0.0892,0.1872,0.2865,0.3631,0.3069,0.0222,-0.1092
3841,C29,919.5999756,1080.09,0.2216,-0.004428,0.004933,0.000506,19.1000004,32.9000015,84,79,112,74,-0.2056,-0.2171,-0.1905,0.0755,0.2151,0.267,0.3711,0.3469,0.0568,-0.0973
3842,C29,920.2999878,1080.01,0.1213,-0.003768,0.000391,-0.003377,21.8999996,37.2999992,84,82,111,74,-0.2082,-0.2078,-0.1856,0.0841,0.1958,0.2947,0.4268,0.4082,0.0706,-0.0762
3843,C29,848.7999878,1079.97,0.1378,-0.001703,0.001103,-0.0006,21.6000004,37.5999985,86,82,107,74,-0.2056,-0.1984,-0.1928,0.0841,0.2193,0.3191,0.3711,0.36,0.0514,-0.0762
3844,C29,941.7999878,1079.92,0.1539,0.002304,0.000516,0.002821,21.7000008,36.0999985,82,82,106,74,-0.2042,-0.2171,-0.1976,0.0791,0.2086,0.3053,0.375,0.3636,0.0636,-0.0811
3845,C29,955,1079.85,0.1408,-0.008406,0.003327,-0.005079,23.2000008,37.9000015,86,82,102,73,-0.2082,-0.2062,-0.1905,0.0857,0.2,0.3191,0.4194,0.3807,0.0706,-0.0642
3846,C29,1033.5,1079.79,0.1399,-0.001541,-0.000527,-0.002069,26.7999992,40.9000015,86,81,102,73,-0.2082,-0.2062,-0.1779,0.11,0.2151,0.3191,0.443,0.4141,0.0909,-0.0556
3847,C29,908.7000122,1079.73,0.1264,-0.005218,0.00204,-0.003178,25.2000008,37.2999992,80,78,98,71,-0.1986,-0.2016,-0.175,0.11,0.2324,0.3298,0.4684,0.4341,0.1358,-0.0566
3848,C29,925,1079.68,0.1325,-0.005714,0.002164,-0.003551,21.5,33.2000008,84,75,104,70,-0.1972,-0.2032,-0.175,0.1048,0.2324,0.3265,0.443,0.4343,0.0909,-0.0476
3849,C29,771.7999878,1079.62,0.1197,-0.002643,0.00231,-0.000333,22.3999996,35,80,77,94,66,-0.1972,-0.2016,-0.1899,0.11,0.2151,0.3368,0.4805,0.3711,0.1098,0.0148
3850,C29,695.0999756,1079.58,0.095,-0.005356,0.001884,-0.003472,24.8999996,39.0999985,84,73,87,67,-0.1986,-0.1917,-0.1975,0.0739,0.2067,0.3508,0.4968,0.4256,0.1656,0.0148
3851,C29,784.0999756,1079.55,0.1349,0.000341,-0.001772,-0.001431,25.6000004,36.0999985,82,74,92,66,-0.1927,-0.2066,-0.1795,0.064,0.2601,0.383,0.4839,0.401,0.1728,-0.0363
3852,C29,863.5,1079.51,0.2176,-0.00942,0.004507,-0.004913,26,40.0999985,84,78,89,62,-0.1822,-0.1931,-0.1867,0.1487,0.2614,0.3958,0.5425,0.4372,0.283,0.0053
3853,C29,890.2999878,1079.5,0.2276,-0.01921,0.007429,-0.011781,28.8999996,46.2999992,84,74,85,61,-0.1698,-0.1965,-0.2027,0.1269,0.2874,0.3871,0.5425,0.43,0.283,0.0262
3854,C29,879.2000122,1079.56,0.2296,0.00397,-0.003946,0.000024,26.6000004,41.9000015,82,74,92,64,-0.1692,-0.2016,-0.2027,0.1667,0.2486,0.3978,0.5163,0.4082,0.1824,-0.0097
3855,C29,1027.099976,1079.6,0.1591,0.006567,0.000812,0.007379,20.3999996,31.6000004,84,79,104,73,-0.1855,-0.2063,-0.1871,0.1754,0.2955,0.383,0.4702,0.3263,0.0276,-0.0762
3856,C29,947.0999756,1079.58,0.1231,-0.003098,0.005309,0.00221,21.3999996,30,82,79,110,78,-0.1957,-0.208,-0.1656,0.1589,0.2597,0.3757,0.4167,0.2626,0.0497,-0.0844
3857,C29,1136.099976,1079.53,0.1802,0.008992,-0.00834,0.000651,20.1000004,28.3999996,80,78,112,77,-0.2056,-0.2063,-0.1566,0.1589,0.2818,0.3789,0.4521,0.2821,0.0497,-0.0796
3858,C29,1045.800049,1079.43,0.297,0.00478,-0.005375,-0.000595,19.3999996,28.8999996,84,76,111,76,-0.207,-0.2032,-0.1463,0.1521,0.2849,0.3613,0.451,0.2929,0.1034,-0.0714
3859,C29,1013,1079.29,0.3592,0.001921,-0.002382,-0.000461,18.7000008,36.5,86,82,111,75,-0.2234,-0.2078,-0.1462,0.1468,0.2955,0.3936,0.4872,0.3367,0.093,-0.0631
