,ID,FIELD,YLD03,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI01_616,VI01_624,VI01_710,VI01_827,VI01_912
331,3761,C29,1030,1079.36,0.3035,-0.005932,0.002772,-0.00316,15.3999996,47.0,86,85,117,82,-0.217,-0.2,-0.037,0.4715,0.2475
332,3762,C29,851,1079.26,0.3212,0.007943,-0.005436,0.002507,16.7000008,36.9000015,90,97,144,97,-0.2255,-0.1984,-0.0333,0.3711,0.1863
333,3789,C29,883,1080.41,0.1412,0.005286,-0.003232,0.002054,13.3999996,34.5,92,81,114,79,-0.2124,-0.2051,-0.0303,0.2551,0.0769
334,3790,C29,880,1080.35,0.1866,0.004792,-0.001637,0.003155,16.600000400000003,29.0,86,83,109,74,-0.2121,-0.1822,-0.0265,0.3048,0.1038
335,3791,C29,886,1080.25,0.2505,0.008065,-0.005151,0.002914,18.2000008,31.100000399999995,88,83,111,74,-0.207,-0.187,-0.0268,0.3089,0.109
336,3792,C29,850,1080.12,0.2247,-0.009537,0.01022,0.000684,18.7999992,33.200000800000005,86,83,111,76,-0.207,-0.187,-0.0263,0.3438,0.1741
337,3793,C29,795,1080.05,0.1035,-0.00455,-0.000748,-0.005298,20.7000008,35.9000015,86,74,111,74,-0.2054,-0.187,-0.0268,0.3895,0.1777
338,3794,C29,770,1080.03,0.1285,0.009406,-0.003291,0.006115,22.0,36.2999992,86,80,111,75,-0.2108,-0.1951,-0.0311,0.369,0.1373
339,3795,C29,894,1079.97,0.1672,-0.000708,-0.000956,-0.001664,21.3999996,36.9000015,86,82,110,76,-0.2054,-0.1918,-0.0179,0.3684,0.2143
340,3796,C29,811,1079.9,0.1556,-0.000262,0.000381,0.000119,23.0,36.7999992,86,83,105,74,-0.2,-0.187,-0.0133,0.4316,0.2577
341,3797,C29,806,1079.84,0.158,0.000913,-0.000506,0.000406,24.5,40.5999985,82,83,108,74,-0.1963,-0.1784,-0.0265,0.4462,0.2947
342,3798,C29,869,1079.78,0.1518,-0.002277,0.000369,-0.001908,23.7000008,37.5999985,82,76,107,72,-0.1944,-0.1681,-0.009,0.4769,0.3155
343,3799,C29,915,1079.73,0.1512,0.002916,-0.002599,0.000317,22.7999992,35.0,84,77,98,70,-0.2,-0.1765,-0.0089,0.5079,0.3228
344,3800,C29,895,1079.68,0.183,-0.003111,0.00058,-0.002531,22.7999992,34.0999985,88,78,93,67,-0.2,-0.1724,0.0185,0.4819,0.3651
345,3801,C29,911,1079.63,0.1762,-0.009673,0.002848,-0.006825,23.7999992,36.2000008,86,76,88,67,-0.2074,-0.176,0.0187,0.5026,0.3656
346,3802,C29,1059,1079.62,0.1837,-0.003493,0.00238,-0.001113,24.3999996,36.7999992,78,76,96,69,-0.2056,-0.1826,0.0,0.4624,0.3622
347,3803,C29,1125,1079.63,0.221,0.004728,-0.004106,0.000621,22.6000004,36.5,86,78,95,68,-0.1667,-0.1507,-0.0046,0.5084,0.3822
348,3804,C29,963,1079.63,0.2481,0.000334,-0.004715,-0.004381,23.5,37.4000015,82,74,95,68,-0.1584,-0.1584,0.0,0.5054,0.4457
349,3805,C29,941,1079.65,0.1904,0.002193,-0.003123,-0.000929,21.0,33.200000800000005,82,73,100,72,-0.1907,-0.1532,0.0141,0.4891,0.3989
350,3806,C29,935,1079.68,0.1577,0.003767,0.00124,0.005007,19.8999996,30.899999600000005,86,81,108,77,-0.2072,-0.1715,0.0,0.4973,0.3656
351,3807,C29,882,1079.66,0.222,-0.000858,0.00396,0.003102,20.2000008,28.899999600000005,90,83,116,80,-0.2054,-0.1903,-0.0086,0.4709,0.3264
352,3808,C29,976,1079.59,0.1789,-0.004447,0.004473,2.7e-05,18.7000008,27.7999992,86,83,112,80,-0.2124,-0.1822,-0.0254,0.4737,0.3789
353,3809,C29,1022,1079.52,0.2636,0.00767,-0.007663,8e-06,16.600000400000003,26.7000008,88,83,112,80,-0.2155,-0.1952,-0.0043,0.4947,0.3166
354,3810,C29,1057,1079.39,0.3255,-0.001049,-0.000341,-0.00139,17.3999996,31.2000008,82,82,113,78,-0.2155,-0.1952,0.0,0.5,0.2995
355,3811,C29,1061,1079.26,0.3216,2.7e-05,-0.001937,-0.00191,16.399999599999997,45.5,86,83,122,83,-0.2121,-0.1822,-0.0339,0.4409,0.1962
356,3839,C29,958,1080.29,0.1612,0.00688,-0.002359,0.004521,16.5,34.4000015,86,80,112,78,-0.2052,-0.1789,-0.0308,0.2984,0.0926
357,3840,C29,873,1080.21,0.2184,0.002663,-0.001569,0.001094,18.6000004,31.399999600000005,88,81,110,75,-0.2052,-0.1803,-0.0265,0.3333,0.109
358,3841,C29,898,1080.09,0.2216,-0.004428,0.004933,0.000506,19.1000004,32.9000015,84,79,112,74,-0.207,-0.1852,-0.0435,0.3757,0.1782
359,3842,C29,831,1080.01,0.1213,-0.003768,0.000391,-0.003377,21.8999996,37.2999992,84,82,111,74,-0.2054,-0.1867,-0.0179,0.3822,0.17
360,3843,C29,763,1079.97,0.1378,-0.001703,0.001103,-0.0006,21.6000004,37.5999985,86,82,107,74,-0.2072,-0.1852,-0.0396,0.3723,0.16
361,3844,C29,787,1079.92,0.1539,0.002304,0.000516,0.002821,21.7000008,36.0999985,82,82,106,74,-0.2072,-0.1901,-0.0308,0.3895,0.1777
362,3845,C29,842,1079.85,0.1408,-0.008406,0.003327,-0.005079,23.2000008,37.9000015,86,82,102,73,-0.2,-0.1715,-0.0177,0.4255,0.2356
363,3846,C29,747,1079.79,0.1399,-0.001541,-0.000527,-0.002069,26.7999992,40.9000015,86,81,102,73,-0.2018,-0.1715,-0.0045,0.4286,0.2947
364,3847,C29,733,1079.73,0.1264,-0.005218,0.00204,-0.003178,25.2000008,37.2999992,80,78,98,71,-0.2018,-0.1849,0.0046,0.4225,0.3155
365,3848,C29,894,1079.68,0.1325,-0.005714,0.002164,-0.003551,21.5,33.200000800000005,84,75,104,70,-0.1944,-0.1745,-0.0045,0.4769,0.3228
366,3849,C29,952,1079.62,0.1197,-0.002643,0.00231,-0.000333,22.3999996,35.0,80,77,94,66,-0.1963,-0.176,0.0185,0.4632,0.3651
367,3850,C29,1054,1079.58,0.095,-0.005356,0.001884,-0.003472,24.8999996,39.0999985,84,73,87,67,-0.1887,-0.1652,0.0235,0.5187,0.3656
368,3851,C29,1104,1079.55,0.1349,0.000341,-0.001772,-0.001431,25.6000004,36.0999985,82,74,92,66,-0.1905,-0.1532,0.0141,0.4624,0.3736
369,3852,C29,1168,1079.51,0.2176,-0.00942,0.004507,-0.004913,26.0,40.0999985,84,78,89,62,-0.1515,-0.1598,-0.0096,0.5263,0.3822
370,3853,C29,1179,1079.5,0.2276,-0.01921,0.007429,-0.011781,28.899999600000005,46.2999992,84,74,85,61,-0.16,-0.1598,-0.0048,0.4946,0.4457
371,3854,C29,1132,1079.56,0.2296,0.00397,-0.003946,2.4e-05,26.600000399999995,41.9000015,82,74,92,64,-0.1642,-0.1703,0.0047,0.4973,0.3989
372,3855,C29,954,1079.6,0.1591,0.006567,0.000812,0.007379,20.3999996,31.600000399999995,84,79,104,73,-0.1907,-0.1852,-0.014,0.4894,0.3656
373,3856,C29,936,1079.58,0.1231,-0.003098,0.005309,0.00221,21.3999996,30.0,82,79,110,78,-0.2054,-0.1852,-0.0088,0.5082,0.3057
374,3857,C29,939,1079.53,0.1802,0.008992,-0.00834,0.000651,20.1000004,28.399999600000005,80,78,112,77,-0.207,-0.1822,-0.0088,0.4603,0.3368
375,3858,C29,1088,1079.43,0.297,0.00478,-0.005375,-0.000595,19.3999996,28.899999600000005,84,76,111,76,-0.2124,-0.1984,-0.013,0.4866,0.3469
376,3859,C29,1064,1079.29,0.3592,0.001921,-0.002382,-0.000461,18.7000008,36.5,86,82,111,75,-0.2105,-0.1837,-0.0044,0.4866,0.401
377,3860,C29,1069,1079.14,0.363,0.004905,-0.003501,0.001403,17.2999992,45.0,82,79,121,83,-0.2159,-0.1968,-0.0087,0.4479,0.1455
378,3885,C29,876,1080.24,0.1395,0.006521,-0.002461,0.00406,15.300000199999998,33.9000015,90,85,118,78,-0.2052,-0.1867,-0.0089,0.2642,0.1038
379,3886,C29,864,1080.17,0.2049,0.002125,-0.000783,0.001343,18.7000008,32.5999985,88,81,113,76,-0.2,-0.1721,-0.0306,0.3089,0.109
380,3887,C29,932,1080.06,0.1828,-0.007331,0.006326,-0.001006,20.1000004,33.7999992,82,82,106,76,-0.2,-0.1784,-0.0354,0.3299,0.1642
381,3888,C29,869,1080.0,0.1022,0.000681,-0.000906,-0.000225,21.5,36.2000008,78,81,103,74,-0.2018,-0.1803,-0.0268,0.3895,0.198
382,3889,C29,790,1079.94,0.1236,-0.005138,0.000295,-0.004843,22.8999996,37.2999992,84,78,103,73,-0.2,-0.1918,-0.0268,0.3789,0.1919
383,3890,C29,843,1079.88,0.124,-0.007425,0.002042,-0.005383,22.2999992,36.7000008,88,82,103,73,-0.2127,-0.1885,-0.0311,0.4362,0.2143
384,3891,C29,872,1079.83,0.1119,0.001645,0.001323,0.002968,22.7999992,35.2000008,84,77,104,74,-0.2074,-0.166,-0.0133,0.4392,0.2526
385,3892,C29,883,1079.77,0.1156,0.001853,-0.001634,0.000219,24.3999996,38.5,84,78,106,72,-0.2018,-0.1833,-0.0089,0.3862,0.2228
386,3893,C29,858,1079.71,0.1211,-0.003183,0.001002,-0.00218,23.2999992,36.9000015,84,82,101,72,-0.2018,-0.1765,-0.009,0.4286,0.25
387,3894,C29,1007,1079.65,0.1166,-0.003229,-0.000257,-0.003486,23.0,36.2999992,86,77,102,69,-0.1944,-0.1602,-0.009,0.4392,0.3152
388,3895,C29,1097,1079.6,0.1037,-0.004566,0.00136,-0.003206,23.3999996,37.2000008,86,74,95,67,-0.1831,-0.1602,0.0045,0.4811,0.3226
389,3896,C29,1084,1079.55,0.084,-0.005204,0.001952,-0.003253,23.0,34.5999985,86,76,94,66,-0.1714,-0.1718,0.0332,0.4754,0.3443
390,3897,C29,1140,1079.51,0.115,-0.007284,-0.001472,-0.008755,25.0,36.7000008,86,73,84,63,-0.1642,-0.1504,0.0,0.4725,0.3736
391,3898,C29,1007,1079.45,0.12,-0.016267,0.007397,-0.00887,29.7000008,45.7000008,86,79,85,60,-0.1542,-0.1636,0.0,0.4595,0.4301
392,3899,C29,911,1079.43,0.0888,-0.019574,0.010689,-0.008885,36.5999985,58.29999920000001,82,75,83,58,-0.1642,-0.1532,-0.0096,0.5,0.4545
393,3900,C29,813,1079.47,0.2048,-0.013147,0.004704,-0.008443,31.2000008,47.7999992,84,75,86,62,-0.1642,-0.183,-0.0096,0.4894,0.3757
394,3901,C29,1076,1079.54,0.104,0.001025,-0.004967,-0.003942,22.7999992,33.0,84,76,97,69,-0.1944,-0.187,0.0046,0.4866,0.3656
395,3902,C29,980,1079.54,0.0854,0.006117,-0.005467,0.000651,22.2000008,29.7000008,86,78,105,75,-0.2054,-0.1774,-0.0089,0.4167,0.3057
396,3903,C29,1012,1079.47,0.2232,0.006652,-0.00801,-0.001358,21.0,28.7000008,80,76,105,73,-0.207,-0.1873,0.0,0.4652,0.3368
397,3904,C29,1006,1079.34,0.3579,0.00748,-0.008123,-0.000644,21.2000008,38.2000008,86,81,108,73,-0.207,-0.184,-0.0087,0.5026,0.3469
398,3905,C29,1147,1079.17,0.396,-0.002062,-3.4e-05,-0.002096,18.6000004,50.4000015,84,78,108,74,-0.2054,-0.1984,-0.0044,0.4819,0.401
399,3931,C29,906,1080.13,0.1791,0.003223,-0.003322,-9.9e-05,17.1000004,35.9000015,90,83,109,75,-0.207,-0.195,-0.0439,0.3089,0.1028
400,3932,C29,919,1080.03,0.175,-0.004482,0.004965,0.000483,19.5,33.0999985,84,81,106,74,-0.2018,-0.1951,-0.0311,0.3299,0.1456
401,3933,C29,997,1079.98,0.0793,0.000825,0.001654,0.002479,22.5,37.0999985,84,78,103,73,-0.2018,-0.1784,-0.0522,0.3895,0.2228
402,3934,C29,869,1079.94,0.1254,0.005191,-0.003151,0.00204,22.2999992,35.5,86,82,107,73,-0.2072,-0.1852,-0.048,0.3333,0.1919
403,3935,C29,895,1079.87,0.1223,-0.000654,0.000884,0.00023,22.7999992,37.2000008,88,78,103,73,-0.2127,-0.1885,-0.0089,0.3161,0.1374
404,3936,C29,870,1079.81,0.1136,-0.006676,0.000482,-0.006194,22.7999992,37.9000015,88,78,103,73,-0.2018,-0.1818,-0.0311,0.3438,0.2526
405,3937,C29,829,1079.76,0.0996,-0.000841,0.000161,-0.000679,22.2000008,36.9000015,86,78,101,69,-0.2018,-0.1818,-0.0268,0.369,0.2421
406,3938,C29,811,1079.7,0.1118,-0.000926,0.000776,-0.00015,22.2999992,36.5999985,90,77,106,71,-0.2018,-0.175,-0.0046,0.3757,0.2526
407,3939,C29,792,1079.65,0.1025,0.000327,-0.000448,-0.000121,23.1000004,37.2000008,86,78,103,70,-0.1944,-0.1799,-0.0275,0.4043,0.262
408,3940,C29,870,1079.6,0.0973,-0.004278,0.001304,-0.002974,24.7000008,37.4000015,84,76,101,69,-0.1792,-0.178,0.0047,0.4426,0.262
409,3941,C29,993,1079.56,0.0684,0.000311,-0.000481,-0.00017,25.0,35.9000015,82,78,96,68,-0.1848,-0.1624,-0.0048,0.4595,0.3189
410,3942,C29,923,1079.53,0.1005,0.003896,-0.004427,-0.000531,24.1000004,36.5999985,84,75,88,66,-0.1584,-0.166,-0.0048,0.4754,0.3923
411,3943,C29,964,1079.48,0.1602,-0.003425,0.000541,-0.002884,25.2999992,39.9000015,80,73,91,67,-0.165,-0.1724,0.0145,0.4392,0.3333
412,3944,C29,806,1079.44,0.1535,-0.020981,0.010071,-0.01091,28.2000008,45.2000008,84,75,92,66,-0.1707,-0.173,0.0142,0.5135,0.3812
413,3945,C29,1132,1079.48,0.2112,-0.012192,0.0005,-0.011691,25.7000008,39.4000015,86,75,98,67,-0.177,-0.177,0.0,0.4632,0.3093
414,3946,C29,1080,1079.54,0.0831,0.013134,-0.013737,-0.000604,22.2000008,30.7000008,86,74,100,68,-0.2,-0.2,0.0,0.4545,0.2804
415,3947,C29,1018,1079.51,0.1346,0.00369,-0.006494,-0.002804,22.2000008,29.7999992,80,75,102,71,-0.2124,-0.1937,-0.0088,0.4457,0.268
416,3948,C29,993,1079.41,0.2971,0.012943,-0.01323,-0.000288,22.1000004,36.7999992,80,77,102,72,-0.2052,-0.2016,-0.0088,0.4063,0.2438
417,3949,C29,1038,1079.24,0.4248,0.001168,-0.002244,-0.001076,19.8999996,51.7999992,82,82,106,73,-0.2121,-0.1701,-0.0088,0.4764,0.3163
418,3950,C29,1134,1079.05,0.4,-0.003256,0.001365,-0.001891,19.1000004,41.9000015,82,85,115,76,-0.1897,-0.1967,0.0179,0.3571,0.2843
419,3973,C29,1086,1080.0,0.1567,-0.008869,0.006576,-0.002293,16.600000400000003,36.2999992,82,81,105,75,-0.2108,-0.2034,-0.0308,0.3505,0.2577
420,3974,C29,1091,1079.96,0.0708,-0.002997,0.000939,-0.002059,20.7999992,36.5,82,78,107,74,-0.2072,-0.1934,-0.0311,0.3789,0.2222
421,3975,C29,1006,1079.92,0.0922,0.003302,-0.000875,0.002427,22.2000008,36.5,80,78,107,74,-0.2072,-0.1837,-0.0435,0.3333,0.194
422,3976,C29,925,1079.87,0.1042,0.002207,0.000527,0.002734,21.0,34.4000015,86,82,107,74,-0.2054,-0.1736,-0.0348,0.3161,0.1626
423,3977,C29,838,1079.82,0.1065,0.00217,-0.001614,0.000555,22.8999996,36.4000015,86,82,103,74,-0.2127,-0.1803,-0.0311,0.3438,0.2103
424,3978,C29,834,1079.77,0.1126,-0.000804,-0.000636,-0.00144,22.3999996,37.5,84,78,95,73,-0.2055,-0.1918,-0.018,0.369,0.2228
425,3979,C29,839,1079.71,0.1274,-0.001574,0.000488,-0.001086,23.0,37.5999985,82,78,100,73,-0.2055,-0.1852,-0.0268,0.3757,0.2228
426,3980,C29,826,1079.65,0.1038,-0.002752,0.000602,-0.00215,23.1000004,36.9000015,84,78,103,73,-0.1944,-0.1736,-0.018,0.4011,0.2356
427,3981,C29,926,1079.61,0.0859,-0.002003,0.001848,-0.000155,24.0,36.7000008,86,78,103,71,-0.2018,-0.1715,-0.018,0.4526,0.2698
428,3982,C29,1042,1079.58,0.0568,-0.002888,0.001206,-0.001682,22.7000008,35.7999992,82,78,97,69,-0.1907,-0.1695,-0.0046,0.5106,0.3189
429,3983,C29,1069,1079.56,0.0596,0.002921,-0.00255,0.00037,23.1000004,37.0999985,84,77,91,67,-0.1963,-0.1695,-0.0048,0.4611,0.3441
430,3984,C29,1009,1079.54,0.1103,0.004564,-0.006386,-0.001822,23.2000008,35.5,84,75,96,69,-0.2018,-0.1765,0.0093,0.4392,0.3189
431,3985,C29,1114,1079.53,0.1306,0.004852,-0.009186,-0.004334,23.0,35.2000008,80,77,99,68,-0.1907,-0.1736,-0.0138,0.3978,0.2268
432,3986,C29,1120,1079.55,0.0904,0.01079,-0.008764,0.002027,21.5,32.5,80,77,105,71,-0.2,-0.1918,-0.0182,0.3656,0.206
433,3987,C29,1066,1079.54,0.0861,0.012696,-0.009146,0.00355,21.5,30.399999600000005,86,78,106,72,-0.2054,-0.1858,-0.0306,0.3757,0.2323
434,3988,C29,1030,1079.47,0.2408,0.017289,-0.013407,0.003882,22.0,31.2000008,78,77,105,73,-0.2052,-0.1825,-0.0351,0.3613,0.21
435,3989,C29,943,1079.32,0.4044,0.00968,-0.008288,0.001392,20.6000004,42.2999992,82,81,109,77,-0.2155,-0.1905,-0.0298,0.3065,0.21
436,3990,C29,1094,1079.12,0.431,-0.002725,0.003232,0.000507,20.1000004,37.0999985,88,89,125,79,-0.2,-0.2016,-0.013,0.4315,0.2611
437,4011,C29,1216,1079.94,0.0744,-0.007505,0.002402,-0.005103,16.5,37.5999985,92,82,110,76,-0.2054,-0.1833,-0.0306,0.3538,0.198
438,4012,C29,1047,1079.91,0.0843,-0.00124,-0.001229,-0.002469,18.6000004,37.5,88,82,115,74,-0.2054,-0.1755,-0.0303,0.3717,0.1579
439,4013,C29,956,1079.86,0.0833,-0.002304,0.001274,-0.001031,19.2000008,36.2000008,86,82,111,74,-0.2054,-0.1736,-0.0306,0.3789,0.1667
440,4014,C29,952,1079.83,0.0752,0.005245,-0.002165,0.003081,21.0,36.0,88,78,107,73,-0.2018,-0.1885,-0.0522,0.3403,0.1741
441,4015,C29,957,1079.78,0.0975,0.00137,-6.8e-05,0.001302,23.1000004,37.2000008,86,78,105,73,-0.2072,-0.1901,-0.0351,0.3264,0.194
442,4016,C29,827,1079.73,0.1126,0.000763,-0.001403,-0.00064,22.3999996,38.2000008,84,78,107,73,-0.2018,-0.1837,-0.0306,0.3438,0.1859
443,4017,C29,885,1079.67,0.1056,-0.000358,0.000809,0.000451,22.8999996,36.5999985,82,79,103,71,-0.2018,-0.1784,0.0,0.4011,0.2755
444,4018,C29,956,1079.63,0.093,0.000708,0.000819,0.001527,22.0,35.0,84,78,103,72,-0.2018,-0.1784,0.0,0.4526,0.3229
445,4019,C29,983,1079.59,0.0531,-0.002694,0.003619,0.000926,20.8999996,34.0999985,82,77,102,69,-0.2018,-0.175,-0.0046,0.5106,0.3838
446,4020,C29,1041,1079.58,0.0329,0.002398,-0.001321,0.001077,22.7000008,36.5999985,82,77,93,68,-0.2,-0.1784,0.0093,0.4611,0.3093
447,4021,C29,1053,1079.57,0.0346,-0.000763,-0.000712,-0.001475,24.8999996,37.0999985,82,74,97,67,-0.2055,-0.1833,-0.0224,0.4286,0.3085
448,4022,C29,1133,1079.56,0.0378,0.001853,-0.001081,0.000772,24.3999996,36.7999992,82,76,96,68,-0.2072,-0.1885,-0.0311,0.3978,0.1683
449,4023,C29,1032,1079.56,0.0656,0.016318,-0.010077,0.00624,22.0,33.299999199999995,80,75,98,69,-0.2018,-0.1935,-0.0517,0.3656,0.1741
450,4024,C29,1095,1079.5,0.2229,0.014237,-0.012574,0.001663,20.8999996,34.0999985,84,73,104,72,-0.2,-0.192,-0.0306,0.3757,0.1863
451,4025,C29,1015,1079.38,0.3421,0.004936,-0.005287,-0.000351,20.2000008,43.2999992,84,76,108,72,-0.2052,-0.2143,-0.0303,0.3613,0.1765
452,4026,C29,959,1079.21,0.4246,0.003025,-0.002662,0.000363,21.7999992,41.0,88,84,120,79,-0.2,-0.1968,-0.0342,0.3065,0.0558
453,4045,C29,1034,1079.91,0.1231,0.0018,0.000771,0.002571,17.7999992,39.9000015,88,82,108,76,-0.2054,-0.1967,-0.0563,0.3368,0.1553
454,4046,C29,1030,1079.85,0.0992,-0.005504,0.002827,-0.002677,19.1000004,44.0,90,83,108,76,-0.2018,-0.1784,-0.0435,0.3231,0.1292
455,4047,C29,964,1079.81,0.0764,-0.00205,0.000175,-0.001875,21.8999996,39.7000008,84,80,108,74,-0.2108,-0.1784,-0.0431,0.2995,0.1333
456,4048,C29,903,1079.78,0.0801,0.0047,-0.001491,0.003209,22.7000008,38.9000015,86,78,108,73,-0.2072,-0.1833,-0.0476,0.3161,0.1626
457,4049,C29,933,1079.73,0.0924,0.00422,-0.000143,0.004077,23.1000004,38.2999992,82,77,103,73,-0.2018,-0.1818,-0.0593,0.3438,0.1584
458,4050,C29,950,1079.69,0.0876,0.003188,-0.000975,0.002213,24.7000008,38.5999985,80,81,103,71,-0.2018,-0.1784,-0.0044,0.3789,0.202
459,4051,C29,1042,1079.64,0.0884,0.000191,0.00028,0.00047,23.0,35.9000015,82,77,101,68,-0.2018,-0.1837,-0.0218,0.4375,0.3057
460,4052,C29,1010,1079.6,0.0521,-0.003147,0.002488,-0.000659,22.1000004,37.0999985,84,74,99,68,-0.2,-0.1833,0.0233,0.4603,0.3333
461,4053,C29,1066,1079.59,0.0449,-1.2e-05,0.000236,0.000224,24.0,38.2999992,82,76,93,70,-0.2074,-0.1918,-0.018,0.4574,0.3026
462,4054,C29,1037,1079.57,0.048,0.007139,-0.004852,0.002287,24.3999996,38.5,82,73,100,67,-0.2072,-0.177,-0.0311,0.3478,0.2308
463,4055,C29,1077,1079.55,0.1041,0.007033,-0.007042,-8e-06,23.1000004,39.5,86,74,95,68,-0.2018,-0.1951,-0.0222,0.3228,0.17
464,4056,C29,995,1079.51,0.1984,0.010095,-0.008697,0.001398,22.2999992,40.2000008,88,77,103,68,-0.2054,-0.2097,-0.0431,0.3161,0.108
465,4057,C29,1114,1079.41,0.3102,0.002682,-0.002472,0.00021,20.2000008,41.7000008,96,86,116,78,-0.2155,-0.2097,-0.0345,0.2673,0.1667
466,4075,C29,936,1079.8,0.0801,-0.001471,0.000902,-0.00057,20.8999996,43.4000015,98,91,117,76,-0.2072,-0.188,-0.0563,0.2887,0.125
467,4076,C29,950,1079.76,0.0821,-0.003192,-0.00029,-0.003482,21.5,48.2999992,84,81,113,74,-0.2,-0.1915,-0.048,0.3016,0.1584
468,4077,C29,958,1079.72,0.0786,-0.007262,0.001918,-0.005343,22.0,43.0999985,86,80,109,74,-0.2,-0.178,-0.0522,0.2775,0.133
469,4078,C29,1015,1079.69,0.0799,-0.005091,0.000418,-0.004673,23.6000004,43.4000015,84,82,112,76,-0.2072,-0.195,-0.0603,0.3814,0.1919
470,4079,C29,1057,1079.65,0.1085,-0.008133,0.002959,-0.005174,23.5,44.0,88,84,111,76,-0.1946,-0.173,-0.0354,0.4362,0.2261
471,4080,C29,1044,1079.61,0.0699,-0.010276,0.005522,-0.004754,22.5,41.5,86,86,120,77,-0.2127,-0.178,0.0,0.3684,0.2551
472,4081,C29,976,1079.58,0.0644,0.000463,-0.000379,8.4e-05,23.8999996,46.2000008,82,78,103,71,-0.2127,-0.1845,0.0,0.3545,0.2079
473,4082,C29,1011,1079.55,0.0898,-0.000763,-0.002304,-0.003067,23.6000004,49.5999985,90,78,102,71,-0.2072,-0.2017,-0.0769,0.1675,0.1456
474,4083,C29,968,1079.5,0.1436,0.002807,-0.003895,-0.001089,22.7999992,49.5999985,98,82,114,79,-0.2018,-0.2177,-0.0769,0.2718,0.0043
475,1363,C28,465,1080.48,0.3589,0.020781,-0.015728,0.005053,3.4000001,5.8000002,119,139,220,138,-0.2103,-0.2347,-0.214,0.2825,0.2232
476,1364,C28,482,1080.4,0.3689,-0.016757,0.013218,-0.00354,4.8000002,6.6999998,123,139,229,138,-0.2149,-0.2263,-0.1957,0.3905,0.243
477,1365,C28,725,1080.35,0.2471,-0.031006,0.018248,-0.012759,5.5,11.5,119,137,225,132,-0.2209,-0.2457,-0.1815,0.0431,0.3493
478,1366,C28,801,1080.39,0.2076,-0.020763,0.004777,-0.015986,4.6999998,11.1000004,113,133,220,132,-0.2302,-0.2318,-0.1818,0.12,0.372
479,1367,C28,717,1080.47,0.2321,-0.009406,0.014907,0.005502,3.3,8.6000004,121,140,229,141,-0.2639,-0.2318,-0.2055,0.2973,0.3991
480,1398,C28,499,1080.5,0.2051,0.011413,-0.006888,0.004525,4.099999899999999,6.6999998,115,125,201,127,-0.2397,-0.2438,-0.1563,0.42,0.399
481,1399,C28,533,1080.43,0.2418,0.000599,-0.011025,-0.010426,4.4000001,8.8999996,113,123,202,127,-0.245,-0.2391,-0.1494,0.451,0.4608
482,1400,C28,674,1080.39,0.2956,-7.8e-05,0.003441,0.003363,4.8000002,9.3999996,109,122,190,120,-0.2529,-0.2279,-0.1429,0.4757,0.4
483,1401,C28,850,1080.33,0.2725,-0.013692,0.010331,-0.003361,4.3000002,11.0,115,130,204,128,-0.2441,-0.2313,-0.1957,0.5294,0.4175
484,1402,C28,775,1080.29,0.1404,-0.017766,0.010797,-0.006969,4.8000002,11.5,113,125,199,124,-0.2381,-0.2045,-0.1957,0.4951,0.4242
485,1403,C28,973,1080.34,0.224,-0.01752,0.019614,0.002093,4.4000001,12.3999996,113,127,202,127,-0.2351,-0.2132,-0.1815,0.4476,0.43
486,1404,C28,825,1080.45,0.4218,-0.027481,0.015166,-0.012316,3.5,9.6999998,117,132,213,135,-0.2332,-0.2324,-0.1818,0.3897,0.3876
487,1405,C28,602,1080.61,0.4071,0.014033,-0.003278,0.010754,2.9000001,7.599999900000001,121,142,234,140,-0.2556,-0.2534,-0.2195,0.3486,0.4057
488,1406,C28,527,1080.66,0.3061,0.011989,-0.000381,0.011608,2.7,6.3000002,123,143,243,143,-0.2509,-0.2397,-0.1855,0.3897,0.4218
489,1407,C28,646,1080.6,0.2796,-0.009401,0.010222,0.000821,2.8,6.8000002,121,146,239,143,-0.2519,-0.2491,-0.1873,0.419,0.419
490,1408,C28,910,1080.57,0.1751,-0.023215,0.008405,-0.014811,3.5999999,10.1999998,115,137,216,132,-0.2441,-0.2214,-0.1718,0.2952,0.346
491,1443,C28,588,1080.68,0.4164,-0.003469,0.013824,0.010355,4.3000002,7.900000099999999,113,128,204,128,-0.2471,-0.2302,-0.1791,0.5224,0.451
492,1444,C28,546,1080.51,0.3818,-0.009251,-0.001396,-0.010647,4.5,8.0,113,123,198,124,-0.2471,-0.2347,-0.1698,0.4804,0.4778
493,1445,C28,784,1080.34,0.264,-0.034678,0.012905,-0.021774,4.5,11.1000004,111,122,192,120,-0.245,-0.2121,-0.102,0.5423,0.4372
494,1446,C28,980,1080.27,0.1595,-0.024155,0.013558,-0.010597,4.5,14.5,115,123,190,120,-0.2295,-0.2091,-0.0813,0.5,0.4256
495,1447,C28,957,1080.24,0.1507,-0.029373,0.0179,-0.011473,4.3000002,13.800000199999998,109,121,193,121,-0.2199,-0.1954,-0.1216,0.5276,0.4124
496,1448,C28,931,1080.27,0.2326,-0.028529,0.014043,-0.014485,4.3000002,13.800000199999998,109,124,200,123,-0.2358,-0.2045,-0.0952,0.4975,0.3869
