,,,,,,Dewpoint (degree C)                    ,,,Rainfall (Inches),Relativehumidity (%)             ,,,Solarradiation (W/m^2)                ,,,"Stationpressure (mb, hpa)              ",,,temperature_2  (Degree C)               ,,,windspeed_2 (m/sec)                  ,,
2001,306,11/2/2001,11,2,3,7.17,2.924982639,-0.249,0,66.79,42.72052083,18.82,659.1,180.4603368,0,905,901.5371528,898.2,26.86,17.08378125,6.308,3.845,1.357027778,0
2001,307,11/3/2001,11,3,3,11.69,8.397010417,4.135,0,87.1,62.42100694,32.25,639.6,166.9580972,0,911.1,907.9232639,905,26.3,16.51270833,7.12,5.238,1.439006944,0
2001,308,11/4/2001,11,4,3,13.27,11.78895833,9.16,0,99.6,88.81517361,64.41,469.9,59.30578819,0,912.8,911.0666667,909.5,19.46,13.985625,10.48,3.268,1.313003472,0
2001,309,11/5/2001,11,5,3,12.97,11.93236111,9.08,0,99.9,85.22506944,59.2,774,115.5268889,0,909.7,907.2260417,905,19.82,14.87663194,9.69,4.02,2.275684028,0
2001,310,11/6/2001,11,6,3,11.46,6.778673611,3.314,0,98.1,63.54409722,30.84,638.3,164.8397743,0,906.3,904.84375,903.4,22.29,15.16677083,9.36,7.06,3.067868056,0
2001,311,11/7/2001,11,7,3,6.1,3.956309028,2.229,0,69.22,48.99420139,27.59,636.2,169.4820035,0,904.7,903.2079861,901.1,24.42,15.43149306,7.7,5.98,2.580236111,0
2001,312,11/8/2001,11,8,3,3.749,0.271881944,-2.757,0,71.7,56.39972222,46.41,635.3,115.0626146,0,916,910.9517361,903.1,13.78,8.70853125,4.204,10.89,6.224361111,0.581
2001,313,11/9/2001,11,9,3,1.016,-1.833041667,-5.793,0,77,51.53100694,29.56,630.7,165.3657188,0,915.6,912.4857639,909.2,16.61,8.490854167,0.627,3.755,1.4298125,0
2001,314,11/10/2001,11,10,3,5.952,3.278388889,-0.526,0,83,60.39371528,38.57,608.9,156.0674028,0,909.5,906.8527778,904.4,19.9,11.29184375,2.73,5.503,1.902760417,0
2001,315,11/11/2001,11,11,3,10.41,5.914618056,1.018,0,92.8,67.22329861,34.16,614.1,162.6094653,0,906.6,904.8885417,903.1,22.22,12.86238194,2.856,4.495,1.743284722,0
2001,316,11/12/2001,11,12,3,12.32,10.80986111,7.05,0,100,88.63305556,64.13,660.8,99.53262153,0,906,904.1458333,902.3,18.98,13.00020833,7.53,5.45,2.710055556,0
2001,317,11/13/2001,11,13,3,13.26,11.875625,9.75,0,99.7,84.62048611,61.23,351.7,55.02628125,0,903.1,900.4253472,897.9,20.5,14.89763889,10.27,6.008,3.549,1.181
2001,318,11/14/2001,11,14,3,13.68,11.39725694,9.61,0,96.1,88.246875,73.7,476.1,37.85951042,0,901.2,898.5725694,897.3,16.12,13.60180556,10.4,10.04,3.433673611,0.846
2001,319,11/15/2001,11,15,3,12.42,11.27125,9.91,0,98.4,96.63194444,92.6,153.9,18.95497917,0,902.1,900.9947917,899.7,13.41,12.06267361,10.7,8.4,3.949347222,1.187
2001,320,11/16/2001,11,16,3,11.17,10.49965278,9.31,0,98.9,88.45263889,64.46,720,89.49557639,0,906.8,904.728125,901.7,16.36,12.70486111,10.7,4.98,1.723885417,0
2001,321,11/17/2001,11,17,3,12.06,10.54930556,9.24,0,99.2,90.10611111,69.14,664,109.3804444,0,907.8,905.6510417,903.5,15.98,12.47114583,9.7,6.208,2.669913194,0
2001,322,11/18/2001,11,18,3,11.76,10.05787847,5.329,0,97.4,78.3721875,45.13,675.5,120.0277986,0,905.4,902.2555556,899.9,21.08,14.31583333,8.94,8.78,4.024072917,0
2001,323,11/19/2001,11,19,3,5.026,-0.518170139,-3.113,0.12,93.9,70.39722222,49.2,631.6,134.148191,0,914.3,911.2798611,905.5,8.67,4.7708125,0.449,9.81,5.175482639,0
2001,324,11/20/2001,11,20,3,3.351,0.997243056,-2.264,0,97.1,76.3475,47.4,615.7,161.9550174,0,911.5,906.2197917,901.3,13.68,5.411215278,-1.535,5.36,2.284697917,0
2001,325,11/21/2001,11,21,3,5.77,2.796392361,-1.461,0,97.4,74.0459375,41.73,613.8,161.3249861,0,901.3,895.9267361,891.7,16.55,7.911913194,-0.713,6.198,3.100625,0
2001,326,11/22/2001,11,22,3,4.884,1.323041667,-2.219,0.14,93.3,61.01746528,26.11,685.7,108.4053264,0,891.6,887.9086806,882.8,19.37,9.86775,-1.096,5.758,2.533579861,0
2001,327,11/23/2001,11,23,3,5.853,1.551989583,-6.737,0,85.2,53.44135417,25.69,544.7,70.93888889,0,887.7,882.5791667,879.5,15.86,11.31478819,6.039,12.08,7.010416667,2.65
2001,328,11/24/2001,11,24,3,1.318,-1.137777778,-5.25,0,81.4,56.69802083,26.09,599.9,155.839625,0,897.4,893.8232639,887.7,14.6,7.908569444,2.656,6.748,3.406381944,0
2001,329,11/25/2001,11,25,3,4.871,-0.879204861,-3.848,0,78.8,49.34885417,27.22,588.1,100.568875,0,896.8,893.0715278,888.7,19.04,10.14866667,0.846,9.28,4.007315972,0
2001,330,11/26/2001,11,26,3,-2.878,-5.464246528,-7.65,0,71.6,44.52545139,29.62,727,74.44072569,0,898.9,894.5572917,891.8,10.76,6.244305556,-0.678,9.88,4.217256944,1.275
2001,331,11/27/2001,11,27,3,-5.449,-8.326743056,-12.3,0,95.5,77.51864583,55.63,190.8,31.81917708,0,903.9,901.8447917,899,-0.677,-4.630947917,-6.068,8.06,5.203222222,1.562
2001,332,11/28/2001,11,28,3,-6.701,-8.791951389,-9.8,0,94.3,83.79840278,66.7,782,94.56158681,0,907.3,904.1708333,902.3,-3.226,-6.276052083,-8.55,8.16,5.029635417,0.748
2001,333,11/29/2001,11,29,3,-0.139,-4.471427083,-9.77,0,90.2,72.64357639,54.04,627.5,140.8245903,0,902.3,895.5628472,890.5,6.015,0.14434375,-7.46,6.908,3.679857639,0
2001,334,11/30/2001,11,30,3,-0.313,-2.212072917,-3.808,0,79.9,56.04895833,30.44,586.7,143.3062257,0,901.1,895.7701389,890.5,14.08,6.716850694,0.945,12.36,5.256361111,0.742
2001,335,12/1/2001,12,1,3,1.27,-0.074152778,-2.423,0.01,82.7,62.85097222,29.85,665,94.15914236,0,905.1,903.178125,900.9,15.55,7.335309028,2.227,4.808,1.6169375,0
2001,336,12/2/2001,12,2,3,8.31,1.357277778,-2.396,0,98.3,62.69284722,23.22,588.8,149.0876875,0,904.5,902.7381944,901,19.2,9.534055556,2.094,7.29,3.398475694,0.08
2001,337,12/3/2001,12,3,3,11.38,8.206892361,6.427,0,99.6,84.26868056,45.59,573.1,129.4331285,0,902.4,899.68125,897.2,18.45,11.42565972,7.38,7.1,4.316486111,1.263
2001,338,12/4/2001,12,4,3,13.19,11.7678125,9.94,0,97.4,87.03538194,68.83,495,53.18895833,0,899.2,897.1190972,894.5,18.59,14.22670139,10.79,8.38,5.172902778,2.437
2001,339,12/5/2001,12,5,3,12.58,2.213479167,-3.772,0,91.9,56.59413194,25.56,596,147.3228611,0,905.9,901.2972222,894.3,16.48,11.85311111,4.21,10.89,4.538513889,0
2001,340,12/6/2001,12,6,3,-0.792,-4.668548611,-9.32,0,73.3,43.68621528,14.74,666.7,123.8524861,0,905.8,903.1142361,899.7,18.66,8.697927083,1.865,7.55,3.121371528,0
2001,341,12/7/2001,12,7,3,-3.108,-5.255222222,-7.69,0,49.92,36.51368056,19.8,609.8,111.5156806,0,906,899.66875,897.1,17.67,9.453697917,4.682,7.02,4.52640625,1.199
2001,342,12/8/2001,12,8,3,-4.095,-6.816930556,-11.37,0,77.4,50.03923611,23.15,578.3,147.6342743,0,911.7,909.1934028,906,9.12,3.562322917,-3.894,7.31,3.552649306,0
2001,343,12/9/2001,12,9,3,-5.291,-8.444791667,-10.64,0,83.2,51.25590278,20.87,578.8,148.1578889,0,908.7,903.6145833,899.6,11.47,2.195934028,-5.37,5.93,2.371100694,0
2001,344,12/10/2001,12,10,3,-3.089,-7.504454861,-11.26,0.58,74.4,48.31826389,16.4,733,128.9358438,0,899.5,896.8513889,894.1,14.03,3.948697917,-5.133,6.693,3.309256944,0.725
2001,345,12/11/2001,12,11,3,6.837,1.298916667,-3.095,0,99.3,76.82451389,51.78,558.1,133.6211007,0,894.9,893.1145833,889.8,13,5.464520833,-0.786,6.795,2.536371528,0
2001,346,12/12/2001,12,12,3,4.733,1.616083333,-2.422,0,100,80.5984375,47.57,631.4,104.1834028,0,899.9,894.6135417,891.7,10.34,5.199892361,-0.317,11.02,3.9728125,0
2001,347,12/13/2001,12,13,3,-2.468,-3.818583333,-6.319,0,88.3,72.50586806,45.56,562.4,135.4103368,0,901.2,898.6486111,896.4,7.32,1.004197917,-3.984,6.585,2.957635417,0
2001,348,12/14/2001,12,14,3,-5.665,-7.107809028,-8.73,0,84.7,50.32725694,17.19,572.5,144.1532083,0,896.3,892.7607639,890.3,16.81,4.289256944,-5.308,7.57,3.747302083,0.076
2001,349,12/15/2001,12,15,3,3.329,0.543760417,-5.6,0.18,93.3,71.99895833,45.65,548.1,90.37214931,0,895.7,892.8899306,891.1,13.01,5.673357639,-0.691,5.548,2.963722222,0
2001,350,12/16/2001,12,16,3,2.019,-1.658454861,-4.141,0,100,70.31885417,47.13,579.2,94.99586111,0,903.3,898.6711806,895.3,7.62,3.844256944,-0.353,8.73,3.344840278,0
2001,351,12/17/2001,12,17,3,-3.252,-7.138295139,-11.36,0,90,52.38125,14.35,570.7,146.6839792,0,903.6,901.5177083,899.2,16.59,4.312635417,-5.733,5.17,2.076263889,0
2001,352,12/18/2001,12,18,3,-4.564,-6.865833333,-12.02,0,60.22,38.13552083,10.95,572.8,143.1623681,0,904.6,897.7548611,894.5,19.35,8.506725694,0.209,11.5,5.01615625,1.187
2001,353,12/19/2001,12,19,3,-3.498,-5.594822917,-8.52,0.01,88.4,56.84607639,25.11,566.1,143.8562639,0,909.3,906.5260417,904.6,11.24,3.353947917,-4.609,6.103,2.964256944,0.325
2001,354,12/20/2001,12,20,3,-3.384,-5.563246528,-9.91,0,76.2,46.89565972,12.99,571,145.4977569,0,906.6,905.0152778,903.8,19.3,7.149479167,-2.309,4.458,2.718128472,0.284
2001,355,12/21/2001,12,21,3,4.471,-0.553489583,-4.884,0,88.4,61.34149306,32.06,547.3,139.5895174,0,903.9,896.9625,890.5,16.98,7.257416667,-2.26,9.52,4.565944444,0
2001,356,12/22/2001,12,22,3,0.208,-5.994131944,-9.66,0,69.39,45.23350694,29.49,636.8,136.8198056,0,900.2,897.578125,893.3,11.04,5.431184028,-1.291,8.68,3.106538194,0
2001,357,12/23/2001,12,23,3,-6.264,-9.105309028,-12.1,0,80.7,51.38378472,30.7,563.2,142.5669722,0,908.5,905.4479167,899.5,6.947,0.511357639,-3.908,5.865,2.130555556,0
2001,358,12/24/2001,12,24,3,-6.937,-9.059913194,-11.23,0,69.92,51.4159375,32.26,407.5,70.7151875,0,908.2,906.3670139,904.8,4.187,0.315506944,-4.85,4.353,0.994399306,0
2001,359,12/25/2001,12,25,3,-3.137,-8.321913194,-12.34,0,88.9,56.42423611,21.23,563.3,142.9319479,0,906.2,903.5760417,901.1,9.71,1.072538194,-6.783,6.053,3.0053125,0
2001,360,12/26/2001,12,26,3,-7.55,-9.542708333,-10.59,0,74.5,48.06885417,22.01,561.9,143.0643993,0,906.2,903.1545139,899,10.71,1.588628472,-6.007,4.945,2.288548611,0
2001,361,12/27/2001,12,27,3,-6.516,-8.0165,-10.02,0,77,58.41121528,37.62,491.8,72.11498611,0,899,895.8600694,893.6,6.057,-0.451013889,-5.091,5.26,1.758399306,0
2001,362,12/28/2001,12,28,3,-5.175,-7.802392361,-10.48,0,79,47.46197917,19.9,461.2,86.1890625,0,898.5,893.6920139,889.7,14.91,4.379284722,-5.332,10.46,4.159881944,0
2001,363,12/29/2001,12,29,3,-7.48,-12.20604167,-14.74,0,64.31,45.37527778,29.26,565.5,95.43801736,0,907,903.3149306,898.6,3.377,-1.30925,-6.084,7.16,2.95675,0.013
2001,364,12/30/2001,12,30,3,-6.643,-8.037760417,-12.21,0,97.1,86.3534375,53.61,413.2,70.63321875,0,907.3,905.3791667,903.1,-3.926,-5.728166667,-7.05,5.178,2.85034375,0
2001,365,12/31/2001,12,31,3,-4.794,-5.841524306,-6.938,0,97.8,93.33576389,85.2,285.5,61.83631597,0,906.3,904.528125,902.8,-3.192,-4.794288194,-6.272,2.517,1.214677083,0
2002,1,1/1/2002,1,1,3,-3.618,-4.399145833,-5.061,0,95.3,90.32743056,80.6,198.8,37.42259375,0,909.1,906.5788194,904.6,-0.847,-2.905024306,-3.947,2.26,0.764395833,0
2002,2,1/2/2002,1,2,3,-3.542,-7.400673611,-14.47,0,97.8,91.63923611,78.5,510.1,90.5204375,0,912,909.1923611,906.7,-2.85,-6.080798611,-13.15,4.35,1.8384375,0
2002,3,1/3/2002,1,3,3,0.05,-5.24584375,-12.44,0,96.1,83.73513889,55.85,594.4,144.3847257,0,906.6,902.8503472,900.1,6.868,-2.4880625,-11.33,6.09,2.412395833,0
2002,4,1/4/2002,1,4,3,3.519,-0.577420139,-3.194,0,92.1,80.58954861,61.51,446.2,57.73183333,0,900,897.2319444,894.1,10.19,2.638802083,-0.969,6.695,3.236486111,0.06
2002,5,1/5/2002,1,5,3,0.157,-2.712958333,-5.765,0,91.8,68.95583333,36.56,575.9,145.1642257,0,905.6,902.9079861,897.6,8.69,3.093736111,-3.743,8.09,4.662381944,0
2002,6,1/6/2002,1,6,3,-3.552,-5.852114583,-7.8,0.01,94.3,62.66166667,29.44,576.4,147.3673715,0,910.2,906.9784722,903.8,9.43,1.654340278,-4.924,6.125,1.829895833,0
2002,7,1/7/2002,1,7,3,-2.614,-4.590524306,-6.81,0,88.9,60.05142361,25.29,580.4,147.1477813,0,909.8,906.2951389,903.4,15.74,3.785746528,-5.183,5.72,1.723076389,0
2002,8,1/8/2002,1,8,3,1.096,-2.0170625,-3.454,0,76.5,48.13809028,17.76,591,146.4762674,0,904.8,902.0684028,899.7,22.65,10.15735417,0.753,4.818,2.484784722,0
2002,9,1/9/2002,1,9,3,0.642,-0.777447917,-2.569,0,79.1,47.72208333,19.78,595.7,129.8499583,0,900.2,895.8927083,892.6,23.66,11.41942361,0.764,8.45,3.299892361,0
2002,10,1/10/2002,1,10,3,1.064,-0.854034722,-3.271,0,90.3,63.23496528,45.93,667.7,98.79672917,0,909.4,902.7815972,894.9,9.76,5.933972222,0.936,10.03,5.189340278,0.931
2002,11,1/11/2002,1,11,3,0.85,-2.161072917,-5.261,0,96.3,64.19597222,28.19,588.6,152.8055,0,910,907.4954861,904.9,13.22,5.284173611,-1.938,5.7,2.048107639,0
2002,12,1/12/2002,1,12,3,-4.329,-6.484440972,-7.92,0,68.76,46.21013889,24.95,588.8,152.9693854,0,909.9,905.5253472,897.7,12.4,4.962003472,-1.445,5.785,3.151197917,0.035
2002,13,1/13/2002,1,13,3,-4.001,-7.9505625,-11.36,0,55.16,36.08184028,16.91,622,152.9465833,0,898.8,893.5638889,890.2,14.67,7.460517361,1.635,8.94,4.396954861,1.352
2002,14,1/14/2002,1,14,3,-6.452,-8.510934028,-10.84,0,70.8,44.07180556,21.62,602.7,156.6571563,0,904.5,901.6767361,898.8,11.31,3.75821875,-3.892,5.233,2.134274306,0
2002,15,1/15/2002,1,15,3,-0.444,-4.988361111,-8.49,0,66.12,45.58486111,22.09,657.7,139.2765764,0,901.3,898.38125,896,17.2,6.933541667,-1.79,6.768,3.320767361,0.413
2002,16,1/16/2002,1,16,3,1.411,-5.095399306,-8.87,0,68.91,48.76402778,33.5,694.1,126.9380069,0,903,899.8371528,895.7,10.12,5.179475694,-0.302,8.23,4.067,1.195
2002,17,1/17/2002,1,17,3,-3.268,-6.978013889,-9.25,0,70.7,48.38548611,28.63,595.1,132.4980104,0,903.5,901.2128472,898.9,14.6,3.424211806,-3.155,6.123,2.332090278,0
2002,18,1/18/2002,1,18,3,-0.525,-5.766871528,-9.78,0,91.3,65.31177083,54,531.6,73.80149653,0,903.7,898.4833333,893.1,6.663,0.195309028,-3.792,4.673,2.659868056,0.036
2002,19,1/19/2002,1,19,3,-5.169,-10.02238889,-14.5,0,91.4,49.20899306,20.45,640.1,154.3772188,0,905.1,900.8572917,895.9,7.49,1.488131944,-6.585,7.22,3.383142361,0.17
2002,20,1/20/2002,1,20,3,-6.863,-12.37288194,-18.37,0,71.7,33.77090278,11.46,591.3,158.2772465,0,897.8,893.4034722,890,13.67,4.779545139,-4.373,15.28,5.49996875,0
2002,21,1/21/2002,1,21,3,-9.85,-13.73097222,-16.33,0,51.03,24.0040625,12.48,620,163.6677813,0,899.8,897.7263889,896.4,18.9,6.799347222,-5.603,8.63,4.427038194,0
2002,22,1/22/2002,1,22,3,-4.79,-11.01993056,-15.17,0,65.42,26.02055556,9.82,628.2,165.0182778,0,897.1,893.8357639,891.2,21.31,10.00112153,-1.788,8.54,3.976746528,0
2002,23,1/23/2002,1,23,3,-4.888,-8.021763889,-10.77,0,70.5,36.02986111,15.12,552.7,110.5836667,0,899.6,894.7086806,892.7,16.79,6.970496528,-0.077,6.82,3.357069444,0
2002,24,1/24/2002,1,24,3,-3.586,-7.822607639,-14.63,0,80,53.34006944,23.65,619.3,152.330316,0,909.5,905.3395833,899.4,7.79,1.774649306,-6.531,6.915,3.748145833,0
2002,25,1/25/2002,1,25,3,-5.451,-10.61320486,-15.36,0,75.6,42.43916667,15.02,646,172.323125,0,909.4,906.0722222,902.6,14.58,2.650822917,-9.64,6.913,3.295291667,0
2002,26,1/26/2002,1,26,3,-5.606,-8.233302083,-11.96,0,73.9,41.58996528,12.98,656.7,175.9521597,0,903.5,900.9423611,898.7,17.25,6.106447917,-3.365,8.34,3.939069444,0.357
2002,27,1/27/2002,1,27,3,-5.152,-9.620284722,-13.44,0,58.84,33.42857639,12.03,647.6,122.4254479,0,899.3,897.0715278,894.8,20.29,7.462545139,-5.36,9.92,3.882336806,0
2002,28,1/28/2002,1,28,3,-2.936,-5.486864583,-7.57,0,56.17,33.47229167,13.34,698.7,97.20099653,0,897.7,895.7340278,893.7,22.12,11.49307986,1.102,7.05,2.855166667,0.135
2002,29,1/29/2002,1,29,3,4.708,-1.001673611,-6.48,0,63.85,43.97472222,24.2,629.7,78.85756597,0,897.4,895.2239583,893.9,19.26,11.38801042,5.496,4.06,1.367569444,0
2002,30,1/30/2002,1,30,3,1.907,-0.211503472,-5.833,0,100,95.25253472,64.52,108.7,16.96279167,0,897.9,895.1020833,892.2,6.725,0.600892361,-5.306,7.39,4.013055556,1.277
2002,31,1/31/2002,1,31,3,-5.59,-7.440923611,-11.44,0,96.4,76.13059028,54.72,666.5,172.3782847,0,910,901.9920139,894.6,0.705,-3.570069444,-6.533,8.28,4.252809028,0
2002,32,2/1/2002,2,1,3,-4.22,-8.191180556,-12.46,0,82.5,58.89298611,35.52,673.6,181.4883611,0,913.9,911.2555556,909.7,5.762,-0.615295139,-7.24,3.663,1.798986111,0
2002,33,2/2/2002,2,2,3,-2.243,-5.146774306,-7.64,0,83,64.06170139,46.06,558.6,100.7432882,0,909.8,906.3590278,903.4,5.661,1.213309028,-3.905,6.433,3.200458333,0
2002,34,2/3/2002,2,3,3,-0.783,-4.463673611,-7.47,0,81.9,59.61763889,34.67,594.6,105.8735382,0,911.7,907.2923611,903.3,7.64,3.115142361,0.12,5.783,3.616350694,1.16
2002,35,2/4/2002,2,4,3,1.402,-1.952326389,-6.481,0,99.7,79.75239583,50.84,326.2,53.16966667,0,911.6,908.6996528,904.5,4.371,1.458215278,-0.892,5.265,2.039475694,0
2002,36,2/5/2002,2,5,3,0.983,-0.816836806,-2.637,0,100,99.01111111,94.9,277.2,37.51730556,0,904.7,903.7440972,902.7,1.112,-0.555211806,-2.284,4.178,0.336888889,0
2002,37,2/6/2002,2,6,3,-0.484,-2.587225694,-6.104,0,99.1,81.51152778,44,689.8,183.7253715,0,904.3,902.1420139,900.1,8.4,0.907934028,-5.622,6.44,1.23175,0
2002,38,2/7/2002,2,7,3,0.301,-3.1304375,-5.762,0,97.8,59.61284722,26.95,697.9,192.5439931,0,907.7,905.5409722,904.3,14.59,5.1325625,-2.676,4.155,2.045302083,0
2002,39,2/8/2002,2,8,3,0.339,-3.248649306,-7.28,0,83.1,49.30319444,15.76,696,193.0217569,0,904.7,897.990625,891.3,19.56,8.597454861,-1.27,9.05,5.191621528,1.397
2002,40,2/9/2002,2,9,3,-1.722,-7.336711806,-14.28,0,72.7,44.3728125,17.28,704,178.5113368,0,911.7,901.3802083,893,10.33,5.003791667,-0.002,10.51,6.4276875,2.22
2002,41,2/10/2002,2,10,3,-6.842,-14.83219444,-21.08,0,67.01,34.444375,12.28,717,199.8742257,0,918.6,916.1152778,911.7,6.781,0.890552083,-7.53,10.18,5.632961806,0
2002,42,2/11/2002,2,11,3,-12.01,-14.90173611,-17.3,0,72.8,32.41850694,9.11,719,201.4759792,0,916.4,908.0822917,900.7,15.82,3.487618056,-9.26,8.5,3.933961806,0
2002,43,2/12/2002,2,12,3,-3.986,-8.638388889,-14.47,0.01,69.99,45.86388889,29.36,723,191.7343889,0,908.7,903.2086806,899.1,8.27,2.311923611,-3.387,10.87,5.182927083,0.365
2002,44,2/13/2002,2,13,3,-7.77,-10.3246875,-13.72,0,69.9,43.89003472,21.48,718,200.6660208,0,913.5,910.1774306,907.4,9.01,1.891861111,-4.32,4.595,2.297243056,0.004
2002,45,2/14/2002,2,14,3,-2.191,-6.48934375,-10.74,0,59.01,41.38354167,20.74,720,165.4076007,0,907.3,899.94375,894.9,18.13,6.625961806,-3.032,10.54,5.140548611,0
2002,46,2/15/2002,2,15,3,-3.735,-7.467861111,-10.34,0.01,66.02,43.24128472,21.91,720,201.8987361,0,910.2,907.0951389,899.2,11.05,4.829083333,-2.076,8.87,4.178746528,0
2002,47,2/16/2002,2,16,3,-2.473,-7.388729167,-9.85,0.01,71.4,43.84246528,15.33,842,202.3639514,0,909.1,907.0430556,904.4,17.49,5.847774306,-3.954,5.14,1.773694444,0
2002,48,2/17/2002,2,17,3,-1.885,-3.459611111,-6.075,0,75.2,47.17503472,25.93,610.8,146.3937535,0,904.8,900.7777778,895.6,17.15,8.099559028,-0.759,6.968,3.118760417,0
2002,49,2/18/2002,2,18,3,1.369,-1.386545139,-5.559,0,73.6,45.26309028,15.19,757,148.0963924,0,895.5,891.3777778,887.5,22.19,11.66365625,2.414,10.27,4.696982639,0.625
2002,50,2/19/2002,2,19,3,2.54,-0.9418125,-3.454,0.06,82.5,58.14586806,31.8,793,164.3135799,0,898.7,893.2239583,890.3,13.36,7.390951389,1.379,11.58,5.394079861,1.732
2002,51,2/20/2002,2,20,3,-0.059,-5.274989583,-8.87,0,89.3,46.71680556,15.08,736,206.6308368,0,899.3,897.3322917,895.1,19.56,8.628440972,-2.501,9.86,3.866677083,0
2002,52,2/21/2002,2,21,3,-0.647,-7.152770833,-11.81,0,53.83,36.96145833,18.69,785,140.3026944,0,912.5,907.2847222,898.5,11.72,7.249385417,-0.169,9.7,4.504791667,0
2002,53,2/22/2002,2,22,3,-8.42,-10.91413194,-12.45,0.06,60.14,31.64913194,11.41,747,213.9936111,0,912.6,907.1125,901.2,18.39,6.752270833,-4.449,6.83,2.898465278,0
2002,54,2/23/2002,2,23,3,-3.712,-8.027145833,-10.44,0,46.72,26.74670139,8.57,875,196.6246285,0,901.1,897.2065972,892.9,25.58,12.77811458,1.533,7.06,3.273663194,0.443
2002,55,2/24/2002,2,24,3,-2.282,-7.760357639,-14.06,0,67.82,28.16068403,6.847,768,211.766441,0,898.8,893.3239583,891.4,24.76,13.50033681,2.587,12.49,5.944541667,1.51
2002,56,2/25/2002,2,25,3,-2.753,-6.798618056,-14.17,0,85.7,65.49059028,42.28,763,212.1278785,0,913,904.2236111,898.9,9.08,-0.749798611,-8.91,11.07,4.600541667,0.476
2002,57,2/26/2002,2,26,3,-14.22,-19.54256944,-22.16,0,67.38,39.57194444,17.69,781,226.0511354,0,918.3,913.6295139,908.9,0.868,-6.529673611,-12.02,9.24,4.312993056,0
2002,58,2/27/2002,2,27,3,-16.32,-19.32239583,-22.93,0,52.56,26.51777778,8.52,814,220.1101319,0,908.8,901.8798611,896.9,14.21,0.677069444,-11.66,10.63,4.0401875,0
2002,59,2/28/2002,2,28,3,-4.361,-12.76067361,-17.23,0,62.96,33.29947917,13.12,774,168.6263056,0,902.4,896.6621528,890.2,12.09,3.171288194,-7.57,8.08,3.590527778,0
2002,60,3/1/2002,3,1,3,1.032,-6.806482639,-16.7,0,97.4,57.18371528,22.13,775,218.53425,0,897,890.2534722,886.5,13.41,2.401392361,-9.96,12.45,5.543038194,0.67
2002,61,3/2/2002,3,2,3,-13.59,-17.21402778,-19.62,0,85.9,50.90895833,26.19,787,227.9756667,0,908.3,903.840625,896.7,-2.294,-7.81765625,-12.7,12.46,6.642201389,0
2002,62,3/3/2002,3,3,3,-14.76,-17.92899306,-21.96,0,68.72,41.37381944,18.81,878,209.8393333,0,911.6,909.5430556,908.1,2.985,-5.362743056,-14.02,7.71,2.474930556,0
2002,63,3/4/2002,3,4,3,-17.56,-19.98295139,-22.14,0,42.38,20.70204861,8.49,803,237.9638229,0,909.4,905.8354167,903.1,14.94,2.85840625,-11.22,9.07,2.902472222,0
2002,64,3/5/2002,3,5,3,-15.75,-18.85170139,-21.7,0.05,29.08,15.15519097,5.452,837,237.7683611,0,904.4,900.8180556,896.5,21.19,8.072934028,-4.42,8.97,4.485930556,0.252
2002,65,3/6/2002,3,6,3,-12.98,-15.90493056,-18.19,0,31.45,17.35765972,6.089,1007,224.2115903,0,898.3,896.9697917,895.4,22.36,10.19479514,-3.243,7.16,2.757003472,0
2002,66,3/7/2002,3,7,3,2.148,-12.80986458,-16.06,0,44.51,18.69675,6.382,810,216.8281493,0,897.9,893.8159722,890.6,25.29,13.12585764,-0.542,10.14,3.936072917,0
2002,67,3/8/2002,3,8,3,9.36,-0.305225694,-9.48,0,87.3,43.32996528,10.99,831,165.4048646,0,900.4,890.5055556,886,24.13,16.04578472,0.745,11.93,7.097034722,2.865
2002,68,3/9/2002,3,9,3,-7.18,-15.89770833,-18.95,0,57.95,31.06486111,13.48,830,248.4915694,0,916,912.1548611,900.6,9.6,1.208819444,-7.18,10.2,4.203892361,0.114
2002,69,3/10/2002,3,10,3,-11.39,-14.83270833,-18.22,0,42.52,25.34729167,11.56,919,239.7107778,0,916,909.6597222,900.1,14.38,4.598451389,-4.66,7.09,4.021142361,1.003
2002,70,3/11/2002,3,11,3,-5.284,-8.454857639,-11.63,0,44,28.78538194,13.16,969,181.1410243,0,901.8,896.5704861,892.7,18.46,9.705538194,2.005,12.07,4.99571875,0
2002,71,3/12/2002,3,12,3,-5.427,-8.283784722,-10.63,0,65.76,31.17586806,8.62,854,237.415191,0,902.5,898.840625,894.2,25.49,11.11174306,-3.666,7.11,2.29978125,0
2002,72,3/13/2002,3,13,3,-6.127,-8.427423611,-10.56,0.03,39.97,18.58809028,8.38,832,250.0485799,0,895.2,889.9166667,885.2,29.31,17.73420139,2.537,8.4,4.15946875,0
2002,73,3/14/2002,3,14,3,-4.209,-6.758194444,-9.39,0,31.51,18.64427083,10.73,798,201.3435104,0,889.5,885.7850694,883.6,24.79,18.29746528,9.98,11.64,5.269548611,1.182
2002,74,3/15/2002,3,15,3,-2.721,-7.673631944,-9.58,0,68.63,43.57152778,24.5,917,235.7538681,0,900.5,896.8725694,889.7,11.68,4.516295139,-3.04,9.9,4.840194444,1.897
2002,75,3/16/2002,3,16,3,0.202,-5.176725694,-9.09,0.32,62.1,48.60482639,30.41,841,209.1384826,0,901.8,898.2975694,893.8,13.09,5.244041667,-1.494,6.21,3.983364583,0.784
